ID_User,ID_Wisata,Rating
U_891443,W_95a7288c,4
U_379603,W_95a7288c,5
U_598046,W_95a7288c,5
U_048013,W_95a7288c,5
U_447577,W_95a7288c,5
U_647607,W_95a7288c,5
U_786076,W_95a7288c,4
U_761359,W_95a7288c,4
U_799578,W_95a7288c,5
U_440410,W_95a7288c,5
U_080418,W_95a7288c,5
U_682369,W_95a7288c,4
U_930090,W_95a7288c,5
U_424457,W_95a7288c,5
U_266570,W_95a7288c,5
U_390980,W_95a7288c,5
U_417661,W_95a7288c,5
U_630548,W_95a7288c,5
U_680679,W_95a7288c,5
U_194088,W_95a7288c,2
U_140522,W_95a7288c,2
U_281204,W_95a7288c,5
U_790045,W_95a7288c,5
U_119439,W_95a7288c,5
U_954213,W_95a7288c,5
U_206562,W_95a7288c,5
U_637124,W_95a7288c,5
U_247336,W_95a7288c,5
U_080073,W_95a7288c,5
U_078182,W_95a7288c,4
U_848030,W_95a7288c,5
U_557569,W_95a7288c,4
U_011148,W_95a7288c,5
U_502830,W_95a7288c,5
U_627550,W_95a7288c,3
U_990473,W_95a7288c,5
U_444336,W_95a7288c,5
U_259885,W_95a7288c,5
U_258206,W_95a7288c,5
U_488862,W_95a7288c,5
U_649742,W_95a7288c,4
U_448717,W_95a7288c,5
U_450645,W_95a7288c,5
U_759791,W_95a7288c,5
U_639860,W_95a7288c,5
U_782015,W_95a7288c,5
U_985692,W_95a7288c,5
U_135352,W_95a7288c,5
U_290875,W_95a7288c,5
U_948729,W_95a7288c,5
U_019179,W_95a7288c,5
U_752781,W_95a7288c,5
U_905312,W_95a7288c,5
U_887342,W_95a7288c,5
U_811657,W_95a7288c,5
U_910161,W_95a7288c,5
U_631925,W_95a7288c,4
U_928586,W_95a7288c,5
U_256776,W_95a7288c,3
U_124029,W_95a7288c,5
U_039632,W_95a7288c,5
U_916969,W_95a7288c,5
U_213475,W_95a7288c,5
U_050184,W_95a7288c,4
U_190005,W_95a7288c,4
U_492966,W_95a7288c,5
U_965094,W_95a7288c,1
U_566616,W_95a7288c,5
U_690265,W_95a7288c,5
U_573323,W_95a7288c,5
U_220457,W_05ed3f8c,5
U_844830,W_05ed3f8c,5
U_016817,W_05ed3f8c,5
U_993525,W_05ed3f8c,5
U_801742,W_05ed3f8c,5
U_372165,W_05ed3f8c,5
U_061711,W_05ed3f8c,5
U_743675,W_05ed3f8c,5
U_390280,W_05ed3f8c,4
U_567610,W_05ed3f8c,5
U_759201,W_05ed3f8c,5
U_222397,W_05ed3f8c,5
U_633833,W_05ed3f8c,5
U_035190,W_05ed3f8c,5
U_516796,W_05ed3f8c,5
U_743365,W_05ed3f8c,5
U_140408,W_05ed3f8c,5
U_383116,W_05ed3f8c,5
U_837469,W_05ed3f8c,5
U_506843,W_05ed3f8c,5
U_647995,W_05ed3f8c,5
U_630519,W_05ed3f8c,5
U_495984,W_05ed3f8c,5
U_171639,W_05ed3f8c,5
U_114972,W_05ed3f8c,5
U_997849,W_05ed3f8c,5
U_377461,W_05ed3f8c,5
U_914981,W_05ed3f8c,5
U_279569,W_05ed3f8c,5
U_821213,W_05ed3f8c,5
U_243303,W_05ed3f8c,5
U_187955,W_05ed3f8c,5
U_970781,W_05ed3f8c,5
U_525376,W_05ed3f8c,5
U_977154,W_05ed3f8c,5
U_741867,W_05ed3f8c,5
U_993386,W_05ed3f8c,5
U_020995,W_05ed3f8c,5
U_666346,W_05ed3f8c,5
U_376146,W_05ed3f8c,5
U_468040,W_05ed3f8c,5
U_649395,W_05ed3f8c,5
U_431930,W_05ed3f8c,5
U_860051,W_05ed3f8c,5
U_184606,W_05ed3f8c,5
U_119753,W_05ed3f8c,5
U_932038,W_05ed3f8c,5
U_276421,W_05ed3f8c,5
U_735070,W_05ed3f8c,5
U_710913,W_05ed3f8c,5
U_353825,W_05ed3f8c,5
U_744363,W_05ed3f8c,5
U_481591,W_05ed3f8c,5
U_901608,W_05ed3f8c,5
